USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23452 13800 ?        Ss   14:32   0:01 /sbin/init splash
dam         3912  0.0  0.0 379080 24832 ?        Sl   14:33   0:00 /usr/lib/x86_64-linux-gnu/xapps/xapp-sn-watcher
dam         3938  0.0  0.0 313040  6144 ?        Sl   14:33   0:00 /usr/libexec/geoclue-2.0/demos/agent
dam         3952  0.0  0.2 1187664 68696 ?       Sl   14:33   0:00 /usr/bin/nemo-desktop
dam         3960  0.0  0.1 824168 63360 ?        Sl   14:33   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
dam         3962  0.0  0.1 395672 38656 ?        Sl   14:33   0:00 cinnamon-killer-daemon
dam         3963  0.0  0.1 556044 54672 ?        Sl   14:33   0:00 /usr/bin/python3 /usr/bin/blueman-applet
dam         4080  0.0  0.1 1275716 42496 ?       Ssl  14:33   0:00 /usr/libexec/evolution-source-registry
dam         4086  0.0  0.0  49072  8064 ?        Ss   14:33   0:00 /usr/libexec/bluetooth/obexd
dam         4097  0.0  0.0 893992 24064 ?        Ssl  14:33   0:00 /usr/libexec/evolution-calendar-factory
dam         4112  0.0  0.0 754800 30080 ?        Ssl  14:33   0:00 /usr/libexec/evolution-addressbook-factory
dam         4141  0.0  0.0 612408  8704 ?        Sl   14:33   0:00 /usr/libexec/gvfsd-trash --spawner :1.32 /org/gtk/gvfs/exec_spaw/0
dam         4154  0.0  0.0 239376  6912 ?        Ssl  14:33   0:00 /usr/libexec/gvfsd-metadata
dam         4198  7.0  2.0 12274852 654680 ?     Sl   14:33  11:24 /usr/lib/firefox/firefox -private-window
dam         4202  0.0  0.0  23056  5504 ?        Sl   14:33   0:00 /usr/lib/firefox/crashhelper 4198 9 /tmp/ 10 12
dam         4294  0.1  0.1 231920 49920 ?        Sl   14:33   0:15 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41684 -prefMapHandle 1:272639 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {8943923c-c604-4d30-b78f-98e467a138d4} -parentPid 4198 -crashReporter 5 -crashHelperPid 4202 -appDir /usr/lib/firefox/browser 1 socket
dam         4297  0.0  0.0 566812 17880 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal
dam         4316  0.0  0.0 613212  7424 ?        Ssl  14:33   0:00 /usr/libexec/xdg-document-portal
dam         4320  0.0  0.0 312228  6272 ?        Ssl  14:33   0:00 /usr/libexec/xdg-permission-store
root        4327  0.0  0.0   2704  1920 ?        Ss   14:33   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1001/doc
dam         4331  0.0  0.0 386572  6656 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal-xapp
dam         4339  0.0  0.0 454548 27264 ?        Ssl  14:33   0:00 /usr/libexec/xdg-desktop-portal-gtk
dam         4356  0.0  0.4 2506892 135464 ?      Sl   14:33   0:05 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41733 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {cf12bf70-3b11-4251-bce9-fdb6b1195cae} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 2 tab
dam         4362  0.2  0.4 657372 148772 ?       Sl   14:33   0:22 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41733 -prefMapHandle 1:272639 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {d5b49a43-b089-4aae-ac26-0f3964c6f781} -parentPid 4198 -crashReporter 5 -crashHelperPid 4202 -appDir /usr/lib/firefox/browser 3 rdd
dam         4422  0.1  0.4 19628216 159428 ?     Sl   14:33   0:13 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:50530 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {802487bd-82fb-4b87-8159-563ff450c703} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 4 tab
dam         4476  0.0  0.1 402520 55808 ?        Sl   14:33   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -sandboxingKind 0 -prefsHandle 0:50625 -prefMapHandle 1:272639 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7b712390-b718-4ddc-b90b-80c4b7ef5b28} -parentPid 4198 -crashReporter 5 -crashHelperPid 4202 -appDir /usr/lib/firefox/browser 5 utility
dam         4488  0.2  0.6 2758804 219496 ?      Sl   14:33   0:28 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40781 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0adf0d5a-95c5-4743-b1bb-1ed157c5f36b} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 6 tab
dam         4611  0.0  0.2 1051564 96284 ?       Sl   14:34   0:00 mintUpdate
dam         4667  0.0  0.1  67204 36936 ?        S    14:34   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
dam         4673  0.4  0.2 508332 74624 ?        Sl   14:34   0:40 mintreport-tray
root        7487  0.0  0.0      0     0 ?        I<   14:48   0:00 [kworker/R-dio/s]
root        7545  0.0  0.1 601580 43816 ?        Ssl  14:51   0:01 /usr/libexec/fwupd/fwupd
root        7733  0.0  0.0      0     0 ?        I    15:00   0:00 [kworker/1:0-events]
dam        11195  0.0  0.0 465456  8960 ?        Sl   15:22   0:00 /usr/libexec/gvfsd-network --spawner :1.32 /org/gtk/gvfs/exec_spaw/1
dam        11215  0.0  0.0 393512  9344 ?        Sl   15:22   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.32 /org/gtk/gvfs/exec_spaw/3
root       12030  0.0  0.0      0     0 ?        I    15:33   0:00 [kworker/9:0-events]
root       14029  0.0  0.0      0     0 ?        I    15:53   0:01 [kworker/u65:3-flush-8:16]
root       14268  0.0  0.0      0     0 ?        I    15:56   0:00 [kworker/6:1-events]
root       16081  0.0  0.0      0     0 ?        I    16:11   0:00 [kworker/11:1-cgroup_destroy]
dam        16109  0.0  0.0   9812  7552 ?        S    16:11   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
root       16113  0.0  0.0   9812  7552 ?        S    16:11   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
dam        16479  2.4  0.7 2732468 243600 ?      Sl   16:14   1:29 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41267 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2100eff4-72b3-48a8-b7bc-7c3bf44d3cca} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 29 tab
dam        16584  0.3  0.6 2854076 202656 ?      Sl   16:15   0:14 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41267 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5210e0b8-a46e-4aee-9f04-facccdace7ab} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 30 tab
root       16715  0.0  0.0      0     0 ?        I    16:16   0:00 [kworker/3:1-rcu_par_gp]
root       16833  0.0  0.0      0     0 ?        I    16:19   0:00 [kworker/10:0-mm_percpu_wq]
root       17376  0.0  0.0      0     0 ?        I    16:20   0:00 [kworker/5:1-rcu_par_gp]
root       17406  0.0  0.0      0     0 ?        I    16:20   0:00 [kworker/0:2-mm_percpu_wq]
root       17417  0.0  0.0      0     0 ?        I    16:20   0:00 [kworker/8:2-mm_percpu_wq]
root       17710  0.0  0.0      0     0 ?        I    16:21   0:00 [kworker/u66:5-events_unbound]
dam        17830  1.1  0.6 1218199724 225052 ?   SLl  16:23   0:34 /usr/share/code/code
dam        17834  0.0  0.1 33793296 47744 ?      S    16:23   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
dam        17835  0.0  0.1 33793284 47616 ?      S    16:23   0:00 /usr/share/code/code --type=zygote
dam        17837  0.0  0.0 33793312 12472 ?      S    16:23   0:00 /usr/share/code/code --type=zygote
dam        17856  0.0  0.0 33575956 3200 ?       Sl   16:23   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/dam/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&iid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&sid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.100.2 --annotation=lsb-release=Linux Mint 22.1 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=34.5.1 --initial-client-fd=39 --shared-client-connection
dam        17872  2.2  0.5 34327392 171736 ?     Sl   16:23   1:10 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        17877  0.1  0.2 33893164 72660 ?      Sl   16:23   0:03 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        17896  7.3  1.2 1229960220 409952 ?   Sl   16:23   3:47 /usr/share/code/code --type=renderer --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1760621554173314 --launch-time-ticks=6684547042 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:7444aa75-0f19-4140-96d4-e3668302d5ef
root       17947  0.0  0.0      0     0 ?        I<   16:23   0:00 [kworker/u68:6-ttm]
dam        18159  0.2  0.3 1217895700 114364 ?   Sl   16:24   0:06 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        18187  0.8  0.3 1217878640 116088 ?   Sl   16:24   0:27 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        21170  0.0  0.3 1217895392 104304 ?   Sl   16:25   0:01 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        21180  1.2  0.8 1217881052 288692 ?   Sl   16:25   0:37 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        21303  0.0  0.2 1216097652 90080 ?    Sl   16:25   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=21180
dam        21341  0.0  0.2 1216097568 79608 ?    Sl   16:25   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=21180
dam        21470  5.5  2.9 9511800 964808 ?      Sl   16:25   2:46 /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/lombok/lombok-1.18.39-4050.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/dam/.config/Code/User/workspaceStorage/9d738372f6902c4e20f46bd4f0f6547e/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.7.0.v20250519-0528.jar -configuration /home/dam/.config/Code/User/globalStorage/redhat.java/1.46.0/config_linux -data /home/dam/.config/Code/User/workspaceStorage/9d738372f6902c4e20f46bd4f0f6547e/redhat.java/jdt_ws --pipe=/run/user/1001/lsp-7d244711c9ad12403bd2ee4fd6e108b9.sock
dam        21683  0.0  0.0   2800  1664 ?        S    16:25   0:00 epoptes-client
root       21686  0.0  0.0   2800  1792 ?        S    16:25   0:00 epoptes-client
dam        21780  0.0  0.2 1216130380 93612 ?    Sl   16:25   0:00 /usr/share/code/code /home/dam/.vscode/extensions/redhat.vscode-yaml-1.19.1/dist/languageserver.js --node-ipc --clientProcessId=21180
dam        21813  0.0  0.0  18520  9724 pts/0    Ss   16:25   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
dam        26246  0.0  0.2 2437244 76416 ?       Sl   16:32   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41267 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {dfd51034-8e20-4fe5-aeaa-32da68abb5f3} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 31 tab
dam        26663  0.0  0.2 2437244 76416 ?       Sl   16:33   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41267 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {78cbd538-4291-443f-8d98-cb6d5782ee93} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 32 tab
root       27399  0.0  0.0      0     0 ?        I    16:34   0:00 [kworker/2:2-mm_percpu_wq]
root       27400  0.0  0.0      0     0 ?        I    16:34   0:00 [kworker/4:0-mm_percpu_wq]
root       31824  0.0  0.0      0     0 ?        I    16:39   0:00 [kworker/0:0-events]
root       31876  0.0  0.0      0     0 ?        I    16:39   0:00 [kworker/10:2]
dam        32766  0.0  0.2 2437244 76544 ?       Sl   16:40   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41266 -prefMapHandle 1:272639 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5305fa73-c4d8-452a-af7c-2c7d75598d6f} -parentPid 4198 -crashReporter 6 -crashHelperPid 4202 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 33 tab
root       39682  0.0  0.0      0     0 ?        I<   16:45   0:00 [kworker/u68:0-ttm]
root       41318  0.0  0.0      0     0 ?        I    16:46   0:00 [kworker/3:0-mm_percpu_wq]
root       41326  0.0  0.0      0     0 ?        I    16:46   0:00 [kworker/9:1-mm_percpu_wq]
root       41577  0.0  0.0      0     0 ?        I    16:46   0:00 [kworker/u66:1-events_power_efficient]
root       42296  0.0  0.0      0     0 ?        I    16:47   0:00 [kworker/11:2-mm_percpu_wq]
dam        42575  0.1  0.2 798364 81336 ?        Sl   16:47   0:02 /usr/bin/nemo
dam        42797  1.8  0.9 1219659644 313640 ?   Sl   16:47   0:31 /usr/share/code/code --type=renderer --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1760621554173314 --launch-time-ticks=8117386380 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:dc7364af-1c83-4360-a68e-b30db11d0615
dam        43263  0.3  0.3 1217895392 115024 ?   Sl   16:48   0:05 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        43273  0.8  0.7 1217881052 247112 ?   Sl   16:48   0:13 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=17856 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,677885890928009633,14721190773064044604,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        43408  0.0  0.2 1216097652 89908 ?    Sl   16:48   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=43273
dam        43433  0.0  0.2 1216130352 86812 ?    Sl   16:48   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=43273
dam        43458  0.0  0.2 1216130380 91944 ?    Sl   16:48   0:00 /usr/share/code/code /home/dam/.vscode/extensions/redhat.vscode-yaml-1.19.1/dist/languageserver.js --node-ipc --clientProcessId=43273
dam        43740  0.0  0.0  18520  9600 pts/1    Ss   16:48   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
dam        44410  0.1  0.3 1216097568 123832 ?   Sl   16:48   0:02 /usr/share/code/code --max-old-space-size=3072 /usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1001/0d1646fc1d9b18ad63ca/tscancellation-362641d28cbbc0066164.tmp* --globalPlugins @vsintellicode/typescript-intellicode-plugin,ms-vsintellicode-typescript --pluginProbeLocations /home/dam/.vscode/extensions/visualstudioexptteam.vscodeintellicode-1.3.2,/home/dam/.vscode/extensions/visualstudioexptteam.vscodeintellicode-1.3.2 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
dam        44411  0.4  0.6 1216097568 222352 ?   Sl   16:48   0:07 /usr/share/code/code --max-old-space-size=3072 /usr/share/code/resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1001/0d1646fc1d9b18ad63ca/tscancellation-061ea864c7bfb8c03214.tmp* --globalPlugins @vsintellicode/typescript-intellicode-plugin,ms-vsintellicode-typescript --pluginProbeLocations /home/dam/.vscode/extensions/visualstudioexptteam.vscodeintellicode-1.3.2,/home/dam/.vscode/extensions/visualstudioexptteam.vscodeintellicode-1.3.2 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
dam        44427  0.0  0.3 1216097552 97576 ?    Sl   16:48   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /home/dam/.cache/typescript/5.8 --enableTelemetry --typesMapLocation /usr/share/code/resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
dam        44434  0.1  0.3 1216130380 114792 ?   Sl   16:48   0:02 /usr/share/code/code /home/dam/.vscode/extensions/visualstudioexptteam.intellicode-api-usage-examples-0.2.9/dist/server/server.js --node-ipc --clientProcessId=43273
